date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:14:37	101648/101648	---M--	200	added ('OK')	application/font-woff	etag:%2218d10-69d8c5e6-583802cedbe25853;;;%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-solid-900.woff	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-solid-900.woff	(from https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/all.min.css?ver=e5b53c5f8e12ee638c67)
21:14:38	202744/202744	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22317f8-69d8c5e6-75e6e92f12d75595;gz%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-solid-900.ttf	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-solid-900.ttf	(from https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/all.min.css?ver=e5b53c5f8e12ee638c67)
21:14:38	2064/2064	---M-Z	200	added ('OK')	application/json	etag:%22170-1776888878;gz%22	https://worksmart-ai.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fworksmart-ai.co.uk%2Ftraining%2F	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-json/oembed/1.0/embedd549.json	(from https://worksmart-ai.co.uk/training/)
21:14:38	918991/918991	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e05cf-69d8c5e6-95fe896c12e42605;gz%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-solid-900.svg	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-solid-900.svg	(from https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/all.min.css?ver=e5b53c5f8e12ee638c67)
21:14:38	2202/2202	---M-Z	200	added ('OK')	text/xml	etag:%22171-1776888878;gz%22	https://worksmart-ai.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fworksmart-ai.co.uk%2Ftraining%2F&format=xml	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-json/oembed/1.0/embed629b	(from https://worksmart-ai.co.uk/training/)
21:14:39	40153/40153	---M-Z	200	added ('OK')	application/json	date:Wed,%2022%20Apr%202026%2020:14:39%20GMT	https://worksmart-ai.co.uk/wp-json/wp/v2/pages/1842	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-json/wp/v2/pages/1842.json	(from https://worksmart-ai.co.uk/training/)
21:14:39	124679/124679	---M--	200	added ('OK')	image/jpeg	etag:%221e707-692ffb9c-a81a362b9ab0e08f;;;%22	https://worksmart-ai.co.uk/wp-content/uploads/2025/10/medium-shot-people-learning-job-1024x683.jpg	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/uploads/2025/10/medium-shot-people-learning-job-1024x683.jpg	(from https://worksmart-ai.co.uk/training/)
21:14:39	1609/1609	---M-Z	200	added ('OK')	application/x-javascript	etag:%22649-69d8c5e6-80e66a9e3b2dc56a;gz%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/build/blocks/accordion.js?ver=766b8944bfd135d194fc	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/build/blocks/accordion8930.js	(from https://worksmart-ai.co.uk/training/)
21:14:39	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Apr%202026%2020:14:39%20GMT	https://worksmart-ai.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fworksmart-ai.co.uk%2Fabout-us%2F	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-json/oembed/1.0/embeddc42	(from https://worksmart-ai.co.uk/about-us/)
21:14:40	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Apr%202026%2020:14:40%20GMT	https://worksmart-ai.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fworksmart-ai.co.uk%2Fabout-us%2F&format=xml	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-json/oembed/1.0/embeda633	(from https://worksmart-ai.co.uk/about-us/)
21:14:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Apr%202026%2020:14:40%20GMT	https://worksmart-ai.co.uk/?p=1842	E:/Downloads/WSAI/worksmart-ai.co.uk/indexd6bf.html	(from https://worksmart-ai.co.uk/training/)
21:14:40	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Apr%202026%2020:14:40%20GMT	https://worksmart-ai.co.uk/wp-includes/blocks/cover/style.min.css?ver=6.9.4	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-includes/blocks/cover/style.minb34e.css	(from https://worksmart-ai.co.uk/about-us/)
21:14:40	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Apr%202026%2020:14:40%20GMT	https://worksmart-ai.co.uk/wp-json/wp/v2/pages/61	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-json/wp/v2/pages/61	(from https://worksmart-ai.co.uk/about-us/)
21:14:40	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Apr%202026%2020:14:40%20GMT	https://worksmart-ai.co.uk/wp-content/uploads/2025/10/Katie.png	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/uploads/2025/10/Katie.png	(from https://worksmart-ai.co.uk/about-us/)
21:14:41	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Apr%202026%2020:14:41%20GMT	https://worksmart-ai.co.uk/?p=61	E:/Downloads/WSAI/worksmart-ai.co.uk/index094d.html	(from https://worksmart-ai.co.uk/about-us/)
21:14:41	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Apr%202026%2020:14:41%20GMT	https://worksmart-ai.co.uk/wp-content/uploads/2026/03/Please-create-an-image-for-this-article-Staff-AI-S-1-930x620.jpg	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/uploads/2026/03/Please-create-an-image-for-this-article-Staff-AI-S-1-930x620.jpg	(from https://worksmart-ai.co.uk/news/)
21:14:41	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Apr%202026%2020:14:41%20GMT	https://worksmart-ai.co.uk/staff-ai-skills-training-in-higher-education-what-actually-works-in-2026/	E:/Downloads/WSAI/worksmart-ai.co.uk/staff-ai-skills-training-in-higher-education-what-actually-works-in-2026/index.html	(from https://worksmart-ai.co.uk/news/)
21:14:41	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Apr%202026%2020:14:41%20GMT	https://worksmart-ai.co.uk/author/davidrwellergmail-com/	E:/Downloads/WSAI/worksmart-ai.co.uk/author/davidrwellergmail-com/index.html	(from https://worksmart-ai.co.uk/news/)
21:14:42	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Apr%202026%2020:14:42%20GMT	https://worksmart-ai.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fworksmart-ai.co.uk%2Fcontact-us%2F	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-json/oembed/1.0/embede6c7	(from https://worksmart-ai.co.uk/contact-us/)
21:14:42	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Apr%202026%2020:14:42%20GMT	https://worksmart-ai.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fworksmart-ai.co.uk%2Fcontact-us%2F&format=xml	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-json/oembed/1.0/embed78ef	(from https://worksmart-ai.co.uk/contact-us/)
